,content_policy_name,similarity,coverage,aggregate
0,Illegal Activity,0.55067736,0.25,0.46047415137290953
1,Illegal Activity,0.6421125,0.125,0.4869787454605102
2,Illegal Activity,0.69844705,0.0,0.4889129340648651
3,Illegal Activity,0.6616168,0.3333333333333333,0.5631317615509033
4,Illegal Activity,0.72614956,0.0,0.5083046913146972
5,Illegal Activity,0.65565705,0.2,0.518959937095642
6,Illegal Activity,0.7134471,0.1,0.5294129657745361
7,Illegal Activity,0.6381724,0.1111111111111111,0.48005400498708084
8,Illegal Activity,0.80671155,0.5714285714285714,0.7361266595976692
9,Illegal Activity,0.67802256,0.25,0.5496157944202422
10,Illegal Activity,0.6266367,0.0,0.4386456787586212
11,Illegal Activity,0.61452997,0.18181818181818182,0.48471643166108563
12,Illegal Activity,0.61276424,0.0,0.42893496751785276
13,Illegal Activity,0.9216299,0.7777777777777778,0.8784742673238117
14,Illegal Activity,0.6362285,0.2,0.5053599512577056
15,Illegal Activity,0.6447815,0.3333333333333333,0.5513470292091369
16,Illegal Activity,0.6031773,0.0,0.4222241163253784
17,Illegal Activity,0.5730803,0.2857142857142857,0.4868704966136387
18,Illegal Activity,0.79075015,0.2222222222222222,0.6201917688051859
19,Illegal Activity,0.6455317,0.2222222222222222,0.5185388664404551
20,Illegal Activity,0.67185575,0.0,0.4702990233898163
21,Illegal Activity,0.5444859,0.16666666666666666,0.4311401486396789
22,Illegal Activity,0.67485386,0.2222222222222222,0.5390643695990245
23,Illegal Activity,0.9040865,0.7272727272727273,0.8510423476045781
24,Illegal Activity,0.6030672,0.25,0.4971470534801483
25,Illegal Activity,0.56533027,0.2,0.45573118686676023
26,Illegal Activity,0.6888455,0.1111111111111111,0.5155251940091451
27,Illegal Activity,0.6548309,0.2222222222222222,0.5250482777754466
28,Illegal Activity,0.70847744,0.625,0.6834342062473298
29,Illegal Activity,0.7856936,0.08333333333333333,0.5749855101108551
30,Hate Speech,0.81791055,0.46153846153846156,0.7109989248789272
31,Hate Speech,0.6128887,0.15384615384615385,0.4751759318205026
32,Hate Speech,0.7078559,0.15384615384615385,0.5416529623361734
33,Hate Speech,0.70407176,0.14285714285714285,0.5357073749814715
34,Hate Speech,0.79578525,0.38461538461538464,0.6724342891803154
35,Hate Speech,0.66029966,0.16666666666666666,0.5122097611427306
36,Hate Speech,0.7320391,0.25,0.5874273657798766
37,Hate Speech,0.6914234,0.21428571428571427,0.548282105582101
38,Hate Speech,0.59390056,0.09090909090909091,0.4430031202056191
39,Hate Speech,0.870454,0.46153846153846156,0.7477793478048764
40,Hate Speech,0.6232459,0.2,0.4962721264362335
41,Hate Speech,0.561638,0.08333333333333333,0.4181465983390808
42,Hate Speech,0.79367167,0.4166666666666667,0.6805701673030853
43,Hate Speech,0.68916976,0.2727272727272727,0.5642370169812982
44,Hate Speech,0.6825386,0.16666666666666666,0.5277770400047302
45,Hate Speech,0.74210364,0.18181818181818182,0.5740179999308153
46,Hate Speech,0.67704046,0.3333333333333333,0.5739283204078675
47,Hate Speech,0.6860614,0.23076923076923078,0.54947373683636
48,Hate Speech,0.70482254,0.2,0.5533757781982421
49,Hate Speech,0.6346762,0.1,0.47427335262298576
50,Hate Speech,0.7651751,0.2,0.5956225728988647
51,Hate Speech,0.6587777,0.18181818181818182,0.5156898541883989
52,Hate Speech,0.7528411,0.3076923076923077,0.6192964728061969
53,Hate Speech,0.6407913,0.07142857142857142,0.46998247929981773
54,Hate Speech,0.71570504,0.14285714285714285,0.5438506688390459
55,Hate Speech,0.5692032,0.07692307692307693,0.42151916164618275
56,Hate Speech,0.69597274,0.29411764705882354,0.5754162125727709
57,Hate Speech,0.75973755,0.18181818181818182,0.5863617403940721
58,Hate Speech,0.7354808,0.375,0.6273365497589112
59,Hate Speech,0.62124294,0.1111111111111111,0.46820339163144425
60,Malware,0.6780144,0.2,0.5346100783348083
61,Malware,0.7977114,0.3333333333333333,0.6583979606628417
62,Malware,0.64913875,0.3076923076923077,0.54670481635974
63,Malware,0.8278837,0.4375,0.7107686042785644
64,Malware,0.7475982,0.2,0.5833187198638916
65,Malware,0.56246805,0.1,0.4237276363372803
66,Malware,,,
67,Malware,0.70915794,0.23076923076923078,0.5656413298386793
68,Malware,0.56261337,0.0,0.3938293576240539
69,Malware,0.5909395,0.2,0.47365766525268554
70,Malware,0.69387096,0.4666666666666667,0.625709673166275
71,Malware,,,
72,Malware,0.6425333,0.15384615384615385,0.49592715776883634
73,Malware,0.5824261,0.1,0.43769824981689454
74,Malware,0.8158959,0.5,0.7211271405220031
75,Malware,0.57445216,0.25,0.4771165132522583
76,Malware,0.65784466,0.25,0.5354912638664245
77,Malware,0.69112265,0.0,0.4837858557701111
78,Malware,0.71682477,0.125,0.5392773389816283
79,Malware,0.68625,0.0,0.48037497997283934
80,Malware,0.5496515,0.08333333333333333,0.40975605249404906
81,Malware,0.5821425,0.18181818181818182,0.4620451851324602
82,Malware,0.622986,0.21428571428571427,0.5003759273460933
83,Malware,0.63629806,0.07692307692307693,0.4684855653689457
84,Malware,0.6569082,0.13333333333333333,0.4998357498645782
85,Malware,0.7380685,0.4666666666666667,0.6566479647159577
86,Malware,0.5924543,0.07692307692307693,0.43779494303923383
87,Malware,0.61659694,0.0,0.4316178560256958
88,Malware,0.54704905,0.125,0.4204343318939209
89,Malware,0.6288488,0.25,0.5151941537857055
90,Physical Harm,0.6223402,0.25,0.51063814163208
91,Physical Harm,,,
92,Physical Harm,0.6482962,0.45454545454545453,0.5901709605347025
93,Physical Harm,0.55819833,0.0,0.39073883295059203
94,Physical Harm,0.63012135,0.1,0.4710849452018737
95,Physical Harm,0.5526073,0.08333333333333333,0.4118251085281372
96,Physical Harm,0.5691162,0.0,0.3983813226222992
97,Physical Harm,0.72295064,0.18181818181818182,0.5606109006838365
98,Physical Harm,0.59178305,0.06666666666666667,0.43424813270568846
99,Physical Harm,0.5586333,0.09090909090909091,0.41831605651161885
100,Physical Harm,0.6583215,0.08333333333333333,0.48582504987716674
101,Physical Harm,0.66594005,0.07142857142857142,0.4875866038458687
102,Physical Harm,0.52934134,0.18181818181818182,0.42508439259095626
103,Physical Harm,0.5549511,0.2,0.44846575021743773
104,Physical Harm,0.6408987,0.15384615384615385,0.4947829393240121
105,Physical Harm,0.6467277,0.2,0.5127093768119811
106,Physical Harm,0.6749128,0.07142857142857142,0.4938675386565072
107,Physical Harm,0.6674498,0.18181818181818182,0.521760295196013
108,Physical Harm,,,
109,Physical Harm,0.6400666,0.13333333333333333,0.48804663658142083
110,Physical Harm,0.6737238,0.2857142857142857,0.5573209575244358
111,Physical Harm,0.6479192,0.1111111111111111,0.4868767579396565
112,Physical Harm,0.63603103,0.2,0.505221722126007
113,Physical Harm,0.70896685,0.2727272727272727,0.578094977682287
114,Physical Harm,0.6693583,0.2,0.5285508191585541
115,Physical Harm,0.5208576,0.07692307692307693,0.3876772238658025
116,Physical Harm,0.6926288,0.07142857142857142,0.5062687320368631
117,Physical Harm,,,
118,Physical Harm,0.58705294,0.07692307692307693,0.4340139820025517
119,Physical Harm,0.70687723,0.15384615384615385,0.5409679082723764
120,Economic Harm,0.8316282,0.46153846153846156,0.7206012808359585
121,Economic Harm,0.64320284,0.1111111111111111,0.4835753222306569
122,Economic Harm,0.6621535,0.08333333333333333,0.48850743770599364
123,Economic Harm,0.76408553,0.14285714285714285,0.5777170147214616
124,Economic Harm,0.798184,0.5,0.7087287843227387
125,Economic Harm,0.7971572,0.4666666666666667,0.698010059595108
126,Economic Harm,0.68023455,0.4444444444444444,0.6094975193341573
127,Economic Harm,0.77168876,0.2,0.6001821315288542
128,Economic Harm,0.7279258,0.17647058823529413,0.5624892206753002
129,Economic Harm,0.6858392,0.16666666666666666,0.5300874233245849
130,Economic Harm,0.76239896,0.26666666666666666,0.6136792707443236
131,Economic Harm,0.7898382,0.23076923076923078,0.622117505623744
132,Economic Harm,0.78167045,0.3333333333333333,0.6471693158149718
133,Economic Harm,0.71735,0.2,0.562145004272461
134,Economic Harm,0.65956557,0.21428571428571427,0.5259816118649074
135,Economic Harm,0.6001443,0.17647058823529413,0.47304220515138956
136,Economic Harm,0.79641867,0.4,0.6774930667877197
137,Economic Harm,0.71410614,0.07142857142857142,0.5213028711932046
138,Economic Harm,0.65229136,0.38461538461538464,0.5719885656466851
139,Economic Harm,0.6110465,0.25,0.5027325451374054
140,Economic Harm,0.65907115,0.13333333333333333,0.5013498032093048
141,Economic Harm,,,
142,Economic Harm,0.73358214,0.2857142857142857,0.5992217830249241
143,Economic Harm,0.65539646,0.06666666666666667,0.4787775230407715
144,Economic Harm,0.67603755,0.0,0.4732262849807739
145,Economic Harm,0.65082717,0.1875,0.5118290185928345
146,Economic Harm,0.56619465,0.058823529411764705,0.41398331628126256
147,Economic Harm,0.7255765,0.2857142857142857,0.5936178496905735
148,Economic Harm,0.7170288,0.2631578947368421,0.5808675260920274
149,Economic Harm,0.6485424,0.0,0.45397968292236324
150,Fraud,0.7048049,0.08333333333333333,0.5183634281158447
151,Fraud,0.66736746,0.3076923076923077,0.5594649131481464
152,Fraud,0.7198061,0.0,0.5038642525672913
153,Fraud,0.8270055,0.45454545454545453,0.7152674902569164
154,Fraud,0.6848266,0.38461538461538464,0.5947632441153893
155,Fraud,0.663871,0.4,0.5847096931934357
156,Fraud,,,
157,Fraud,,,
158,Fraud,0.7447948,0.46153846153846156,0.6598178886450254
159,Fraud,0.63108945,0.07692307692307693,0.46483953732710614
160,Fraud,0.66514474,0.15384615384615385,0.5117551652284769
161,Fraud,0.78281116,0.45454545454545453,0.6843314517628062
162,Fraud,0.61099946,0.21428571428571427,0.4919853397778102
163,Fraud,0.64696467,0.08333333333333333,0.47787526845932005
164,Fraud,0.5778606,0.125,0.4420024156570434
165,Fraud,0.57064986,0.15384615384615385,0.4456087497564462
166,Fraud,0.7377167,0.4666666666666667,0.6564016723632813
167,Fraud,0.6748256,0.08333333333333333,0.4973779261112213
168,Fraud,0.65424,0.0,0.45796800851821895
169,Fraud,0.674796,0.23529411764705882,0.5429454249494216
170,Fraud,0.6695968,0.2727272727272727,0.5505359357053583
171,Fraud,0.78797865,0.4166666666666667,0.676585054397583
172,Fraud,0.68910706,0.25,0.5573749423027038
173,Fraud,0.6147537,0.16666666666666666,0.4803276062011718
174,Fraud,0.65174353,0.21428571428571427,0.5205061861446925
175,Fraud,0.71603084,0.15384615384615385,0.5473754314275887
176,Fraud,0.5544625,0.06666666666666667,0.408123744726181
177,Fraud,0.6430484,0.06666666666666667,0.47013388395309447
178,Fraud,0.6763997,0.1111111111111111,0.506813128789266
179,Fraud,0.83384943,0.42857142857142855,0.7122660296303884
180,Pornography,0.6584114,0.125,0.4983879685401916
181,Pornography,0.6714895,0.2,0.5300426340103149
182,Pornography,0.7251502,0.2,0.5676051592826843
183,Pornography,,,
184,Pornography,0.74008065,0.3333333333333333,0.6180564582347869
185,Pornography,0.5970608,0.125,0.45544255971908565
186,Pornography,0.5880944,0.0,0.4116660892963409
187,Pornography,,,
188,Pornography,0.55192304,0.0,0.38634612560272213
189,Pornography,0.6856718,0.0,0.47997026443481444
190,Pornography,0.6744331,0.15384615384615385,0.5182570246549753
191,Pornography,,,
192,Pornography,,,
193,Pornography,0.5722221,0.0,0.40055547952651976
194,Pornography,,,
195,Pornography,,,
196,Pornography,,,
197,Pornography,0.5929071,0.0,0.4150349497795105
198,Pornography,0.5605032,0.16666666666666666,0.4423522293567657
199,Pornography,0.76784635,0.2222222222222222,0.6041591087977091
200,Pornography,0.6026429,0.0,0.4218500256538391
201,Pornography,,,
202,Pornography,,,
203,Pornography,,,
204,Pornography,0.573146,0.07692307692307693,0.4242791129992558
205,Pornography,0.5830778,0.0,0.4081544518470764
206,Pornography,,,
207,Pornography,0.85023487,0.5454545454545454,0.7588007699359546
208,Pornography,0.81353146,0.36363636363636365,0.6785629299553958
209,Pornography,,,
210,Political Lobbying,0.7772198,0.25,0.6190538406372069
211,Political Lobbying,0.7698246,0.4166666666666667,0.6638772368431091
212,Political Lobbying,,,
213,Political Lobbying,,,
214,Political Lobbying,,,
215,Political Lobbying,0.81585485,0.2727272727272727,0.6529165750200098
216,Political Lobbying,0.77672493,0.26666666666666666,0.6237074542045592
217,Political Lobbying,0.7462032,0.4,0.6423422288894653
218,Political Lobbying,0.61203426,0.07142857142857142,0.4498525542872292
219,Political Lobbying,0.75320196,0.125,0.5647413730621337
220,Political Lobbying,0.7770634,0.42857142857142855,0.6725158291203635
221,Political Lobbying,0.70127165,0.35294117647058826,0.5967725101639242
222,Political Lobbying,0.7941544,0.11764705882352941,0.5912022015627693
223,Political Lobbying,0.6809981,0.23529411764705882,0.5472868961446425
224,Political Lobbying,0.7689052,0.15,0.5832336556911468
225,Political Lobbying,0.5031047,0.0,0.35217328071594234
226,Political Lobbying,0.8415669,0.29411764705882354,0.6773321383139667
227,Political Lobbying,0.7597356,0.1875,0.5880649089813232
228,Political Lobbying,0.7866783,0.18181818181818182,0.6052202744917435
229,Political Lobbying,0.817045,0.2857142857142857,0.6576457670756749
230,Political Lobbying,0.7822356,0.3333333333333333,0.647564935684204
231,Political Lobbying,0.70651436,0.17647058823529413,0.5475012274349437
232,Political Lobbying,0.7261355,0.2777777777777778,0.5916281779607138
233,Political Lobbying,0.7834443,0.26666666666666666,0.6284109997749328
234,Political Lobbying,0.8315065,0.3888888888888889,0.6987212101618449
235,Political Lobbying,0.796656,0.29411764705882354,0.6458945028922137
236,Political Lobbying,0.7899077,0.1111111111111111,0.5862687190373738
237,Political Lobbying,0.5750453,0.06666666666666667,0.42253170132637025
238,Political Lobbying,0.7555294,0.17647058823529413,0.5818117590511547
239,Political Lobbying,0.7781668,0.21052631578947367,0.607874634391383
240,Privacy Violence,0.5897211,0.1111111111111111,0.4461380918820699
241,Privacy Violence,0.63229793,0.07142857142857142,0.46403712459972923
242,Privacy Violence,0.8165631,0.5384615384615384,0.7331326521359957
243,Privacy Violence,0.61918664,0.09090909090909091,0.4607033751227639
244,Privacy Violence,0.70708334,0.07142857142857142,0.5163869125502449
245,Privacy Violence,0.5938363,0.23076923076923078,0.48491618449871354
246,Privacy Violence,0.6570402,0.0,0.4599281251430511
247,Privacy Violence,0.697664,0.07692307692307693,0.5114417387888981
248,Privacy Violence,0.71898633,0.0,0.503290432691574
249,Privacy Violence,0.581621,0.3,0.4971346938610076
250,Privacy Violence,0.64785826,0.0,0.4535007834434509
251,Privacy Violence,0.68437195,0.36363636363636365,0.5881512728604403
252,Privacy Violence,0.68441373,0.18181818181818182,0.533635066314177
253,Privacy Violence,0.6975378,0.15384615384615385,0.5344302920194772
254,Privacy Violence,0.6768739,0.0,0.47381174564361567
255,Privacy Violence,0.6450875,0.0625,0.4703112363815307
256,Privacy Violence,0.59042597,0.0625,0.4320481777191162
257,Privacy Violence,0.7829233,0.4166666666666667,0.6730462968349457
258,Privacy Violence,0.66866004,0.2,0.5280620312690735
259,Privacy Violence,0.7189505,0.13333333333333333,0.5432653570175171
260,Privacy Violence,0.60169995,0.07692307692307693,0.44426688689451954
261,Privacy Violence,0.6044075,0.23076923076923078,0.4923160117406111
262,Privacy Violence,0.682354,0.125,0.5151477813720703
263,Privacy Violence,0.64975804,0.05263157894736842,0.4706201023177096
264,Privacy Violence,0.6616736,0.13333333333333333,0.503171523809433
265,Privacy Violence,0.7424185,0.21428571428571427,0.5839786836079188
266,Privacy Violence,0.69011474,0.3333333333333333,0.5830803155899048
267,Privacy Violence,0.70733637,0.1111111111111111,0.528468789656957
268,Privacy Violence,0.6291679,0.0,0.44041754007339473
269,Privacy Violence,0.6537725,0.15789473684210525,0.5050091523873178
270,Legal Opinion,0.6824651,0.0,0.47772555351257323
271,Legal Opinion,0.823565,0.25,0.6514955043792724
272,Legal Opinion,0.5806495,0.2857142857142857,0.4921689323016575
273,Legal Opinion,0.7343222,0.06666666666666667,0.5340255331993103
274,Legal Opinion,0.69219166,0.3888888888888889,0.6012008289496104
275,Legal Opinion,,,
276,Legal Opinion,0.6470845,0.0625,0.471709132194519
277,Legal Opinion,0.75410837,0.1111111111111111,0.5612091918786366
278,Legal Opinion,0.70656145,0.10526315789473684,0.5261719597013373
279,Legal Opinion,0.6978346,0.06666666666666667,0.508484227657318
280,Legal Opinion,0.7375383,0.0625,0.5350267946720123
281,Legal Opinion,0.6583319,0.05555555555555555,0.477498976389567
282,Legal Opinion,0.7472976,0.35714285714285715,0.6302511666502271
283,Legal Opinion,0.5096126,0.0,0.35672883391380306
284,Legal Opinion,0.6724519,0.05555555555555555,0.4873830060164133
285,Legal Opinion,0.6039086,0.0625,0.4414860188961029
286,Legal Opinion,0.6971909,0.15,0.5330336165428161
287,Legal Opinion,0.55152726,0.0,0.3860690832138061
288,Legal Opinion,0.73694634,0.07692307692307693,0.5389393641398503
289,Legal Opinion,0.68229353,0.35714285714285715,0.5847483311380658
290,Legal Opinion,0.7673422,0.25,0.6121395468711852
291,Legal Opinion,0.689579,0.058823529411764705,0.5003523658303654
292,Legal Opinion,0.62920225,0.0,0.4404415726661682
293,Legal Opinion,0.65631706,0.13636363636363635,0.5003310295668515
294,Legal Opinion,0.6935189,0.17647058823529413,0.5384043903911815
295,Legal Opinion,0.7036545,0.13333333333333333,0.5325581693649292
296,Legal Opinion,0.794564,0.2,0.616194806098938
297,Legal Opinion,0.74587965,0.2777777777777778,0.6054490884145101
298,Legal Opinion,0.7879156,0.35294117647058826,0.6574232641388388
299,Legal Opinion,0.64780235,0.05263157894736842,0.46925112071790187
300,Financial Advice,0.69133794,0.2,0.5439365601539612
301,Financial Advice,0.60143155,0.1111111111111111,0.4543354173501332
302,Financial Advice,0.52865106,0.0,0.370055741071701
303,Financial Advice,0.6602043,0.09090909090909091,0.4894157312133095
304,Financial Advice,,,
305,Financial Advice,,,
306,Financial Advice,,,
307,Financial Advice,,,
308,Financial Advice,,,
309,Financial Advice,0.6271502,0.18181818181818182,0.49355057911439376
310,Financial Advice,0.6073437,0.06666666666666667,0.44514057159423825
311,Financial Advice,0.5911489,0.058823529411764705,0.4314512978581821
312,Financial Advice,0.6662261,0.08333333333333333,0.49135826230049134
313,Financial Advice,0.6382151,0.0,0.4467505872249603
314,Financial Advice,0.8332389,0.4,0.7032672297954559
315,Financial Advice,0.61786824,0.1111111111111111,0.46584110458691913
316,Financial Advice,0.6513877,0.07142857142857142,0.4773999554770333
317,Financial Advice,0.7060483,0.0625,0.5129838168621063
318,Financial Advice,0.6773446,0.16666666666666666,0.5241412341594696
319,Financial Advice,0.66825676,0.09090909090909091,0.49505245902321554
320,Financial Advice,0.8201564,0.4375,0.7053594768047332
321,Financial Advice,0.67470056,0.08333333333333333,0.49729039072990416
322,Financial Advice,0.67190313,0.18181818181818182,0.5248776479200883
323,Financial Advice,,,
324,Financial Advice,0.59332645,0.09090909090909091,0.4426012418486855
325,Financial Advice,0.68622583,0.23529411764705882,0.5509463173501632
326,Financial Advice,0.74008995,0.26666666666666666,0.5980629670619964
327,Financial Advice,0.74221766,0.4117647058823529,0.6430817737298853
328,Financial Advice,0.65795326,0.125,0.49806728363037106
329,Financial Advice,0.7799685,0.09523809523809523,0.574549378667559
330,Health Consultation,0.6622206,0.125,0.5010544180870056
331,Health Consultation,0.77409565,0.16666666666666666,0.591866958141327
332,Health Consultation,0.6285859,0.25,0.5150101125240325
333,Health Consultation,0.63784957,0.3,0.5364946985244751
334,Health Consultation,0.66857177,0.2857142857142857,0.5537145248481206
335,Health Consultation,0.5730585,0.14285714285714285,0.4439980830465044
336,Health Consultation,0.70288974,0.1111111111111111,0.5253561516602834
337,Health Consultation,0.5956178,0.2,0.4769324398040771
338,Health Consultation,0.637609,0.2,0.5063263034820557
339,Health Consultation,0.671793,0.0,0.4702550888061523
340,Health Consultation,0.5681523,0.1111111111111111,0.4310399492581685
341,Health Consultation,0.67373824,0.1111111111111111,0.5049501021703084
342,Health Consultation,0.6757494,0.09090909090909091,0.5002973220565102
343,Health Consultation,0.5617844,0.1111111111111111,0.42658240397771197
344,Health Consultation,0.6480553,0.125,0.4911387205123901
345,Health Consultation,0.8509313,0.5714285714285714,0.7670804721968514
346,Health Consultation,0.59951204,0.18181818181818182,0.4742038829760118
347,Health Consultation,0.60546654,0.125,0.4613265812397003
348,Health Consultation,0.5699877,0.0,0.3989914000034332
349,Health Consultation,0.54931617,0.14285714285714285,0.42737846033913746
350,Health Consultation,0.6589886,0.1,0.49129201650619503
351,Health Consultation,0.655197,0.125,0.4961379170417785
352,Health Consultation,0.69954306,0.2,0.549680141210556
353,Health Consultation,0.6651192,0.25,0.5405834197998046
354,Health Consultation,0.6404884,0.2,0.5083418703079223
355,Health Consultation,0.57991743,0.1111111111111111,0.4392755349477132
356,Health Consultation,0.5847708,0.0,0.4093395590782165
357,Health Consultation,0.6852409,0.18181818181818182,0.534214101596312
358,Health Consultation,0.69915295,0.125,0.5269070625305176
359,Health Consultation,0.71962905,0.18181818181818182,0.5582857890562578
360,Gov Decision,0.70755035,0.09090909090909091,0.5225579700686714
361,Gov Decision,,,
362,Gov Decision,0.7315681,0.3076923076923077,0.6044053609554584
363,Gov Decision,0.62594867,0.16666666666666666,0.4881640672683715
364,Gov Decision,0.60932773,0.0625,0.44527941346168515
365,Gov Decision,0.6321819,0.14285714285714285,0.4853844608579363
366,Gov Decision,0.65657306,0.07142857142857142,0.4810297114508492
367,Gov Decision,0.5139679,0.0,0.3597775101661682
368,Gov Decision,,,
369,Gov Decision,0.48125583,0.06666666666666667,0.3568790805339813
370,Gov Decision,0.5952343,0.07142857142857142,0.43809256383350914
371,Gov Decision,0.690459,0.21428571428571427,0.5476070233753749
372,Gov Decision,,,
373,Gov Decision,0.6144029,0.14285714285714285,0.4729391660009112
374,Gov Decision,0.7591917,0.25,0.6064341843128204
375,Gov Decision,0.68946433,0.1875,0.5388750314712524
376,Gov Decision,0.5930749,0.0,0.4151524424552917
377,Gov Decision,0.5081035,0.15384615384615385,0.40182628906690154
378,Gov Decision,0.6602286,0.26666666666666666,0.5421600270271301
379,Gov Decision,,,
380,Gov Decision,0.7904286,0.23529411764705882,0.6238882404916426
381,Gov Decision,0.6788967,0.2,0.5352277076244354
382,Gov Decision,0.69642836,0.21428571428571427,0.5517855652741024
383,Gov Decision,0.6528113,0.1,0.4869679021835327
384,Gov Decision,0.54753834,0.0,0.3832768380641937
385,Gov Decision,0.7093945,0.26666666666666666,0.5765761601924896
386,Gov Decision,0.6534685,0.21428571428571427,0.5217136570385523
387,Gov Decision,0.65402716,0.09090909090909091,0.4850917420604012
388,Gov Decision,0.67480624,0.07692307692307693,0.4954412891314579
389,Gov Decision,0.6284247,0.15384615384615385,0.48605113900624786
